case_id,reason_code,payment_rail,order_value,days_since_transaction,device_ip_match_history,auth_flow_type,customer_account_age_days,customer_past_order_count,customer_past_dispute_count,delivery_confirmed,tracking_available,merchant_comm_log_exists,refund_already_issued,label
nb_unauth_00087,netbanking_unauthorized,netbanking,4692.06,20,1.0,netbanking_otp,1924,4,0,,,1,0,1
nb_unauth_00088,netbanking_unauthorized,netbanking,2777.1,11,1.0,netbanking_otp,1973,6,1,,,1,0,1
nb_unauth_00089,netbanking_unauthorized,netbanking,2227.85,5,0.0,saved_credentials,224,8,1,,,1,0,0
nb_unauth_00090,netbanking_unauthorized,netbanking,7633.66,6,0.0,netbanking_otp,193,6,1,,,0,0,0
nb_unauth_00091,netbanking_unauthorized,netbanking,10312.43,19,0.0,netbanking_otp,1179,6,0,,,0,0,0
nb_unauth_00092,netbanking_unauthorized,netbanking,3691.74,14,0.817,netbanking_otp,375,8,0,,,1,0,1
nb_unauth_00093,netbanking_unauthorized,netbanking,2413.41,26,0.0,saved_credentials,135,5,1,,,1,0,0
nb_unauth_00094,netbanking_unauthorized,netbanking,2462.57,29,0.0,netbanking_otp,1626,13,0,,,1,0,1
nb_unauth_00095,netbanking_unauthorized,netbanking,2443.85,16,0.95,netbanking_otp,871,4,0,,,0,0,1
nb_unauth_00096,netbanking_unauthorized,netbanking,125.74,20,0.0,netbanking_otp,1726,4,0,,,1,0,0
nb_unauth_00097,netbanking_unauthorized,netbanking,5046.09,14,1.0,netbanking_otp,1452,15,1,,,1,0,1
nb_unauth_00098,netbanking_unauthorized,netbanking,4132.58,11,1.0,netbanking_otp,1320,4,0,,,1,0,1
nb_unauth_00099,netbanking_unauthorized,netbanking,3420.31,19,0.0,netbanking_otp,761,8,1,,,1,0,1
nb_unauth_00100,netbanking_unauthorized,netbanking,6048.09,0,1.0,saved_credentials,1492,6,0,,,1,0,1
nb_unauth_00101,netbanking_unauthorized,netbanking,1209.32,24,0.0,saved_credentials,201,7,0,,,1,0,0
nb_unauth_00102,netbanking_unauthorized,netbanking,352.59,20,0.0,netbanking_otp,621,5,2,,,1,0,0
nb_unauth_00103,netbanking_unauthorized,netbanking,2362.87,6,0.0,netbanking_otp,1659,10,2,,,1,0,0
nb_unauth_00104,netbanking_unauthorized,netbanking,5328.47,0,1.0,saved_credentials,1359,9,1,,,1,0,1
nb_unauth_00105,netbanking_unauthorized,netbanking,3631.27,4,0.0,saved_credentials,488,9,0,,,1,0,0
nb_unauth_00106,netbanking_unauthorized,netbanking,2888.87,21,0.0,netbanking_otp,1701,6,0,,,1,0,1
nb_unauth_00107,netbanking_unauthorized,netbanking,10605.91,19,0.814,saved_credentials,1005,7,0,,,1,1,1
nb_unauth_00108,netbanking_unauthorized,netbanking,8214.09,19,0.0,netbanking_otp,1468,10,0,,,1,0,0
nb_unauth_00109,netbanking_unauthorized,netbanking,5741.74,1,1.0,netbanking_otp,300,7,0,,,1,0,1
nb_unauth_00110,netbanking_unauthorized,netbanking,2752.04,0,0.0,netbanking_otp,275,10,0,,,1,0,0
nb_unauth_00111,netbanking_unauthorized,netbanking,17541.68,24,0.0,saved_credentials,1978,6,0,,,1,0,0
nb_unauth_00112,netbanking_unauthorized,netbanking,1309.76,13,0.0,saved_credentials,1829,11,0,,,1,0,0
nb_unauth_00113,netbanking_unauthorized,netbanking,7002.41,9,1.0,netbanking_otp,766,7,0,,,1,0,1
nb_unauth_00114,netbanking_unauthorized,netbanking,7365.22,2,0.0,netbanking_otp,1857,3,0,,,1,1,0
nb_unauth_00115,netbanking_unauthorized,netbanking,2230.52,3,1.0,netbanking_otp,1643,6,0,,,0,0,1
nb_unauth_00116,netbanking_unauthorized,netbanking,8496.61,22,0.0,netbanking_otp,544,13,1,,,1,1,0
nb_unauth_00117,netbanking_unauthorized,netbanking,1212.54,22,0.0,netbanking_otp,769,6,2,,,1,0,0
nb_unauth_00118,netbanking_unauthorized,netbanking,4502.1,8,0.0,netbanking_otp,1060,2,0,,,0,0,0
nb_unauth_00119,netbanking_unauthorized,netbanking,6727.82,6,0.0,saved_credentials,699,8,0,,,0,0,0
nb_unauth_00120,netbanking_unauthorized,netbanking,4342.91,9,0.0,netbanking_otp,573,5,0,,,1,0,0
nb_unauth_00121,netbanking_unauthorized,netbanking,817.39,12,0.0,saved_credentials,481,7,0,,,1,0,0
nb_unauth_00122,netbanking_unauthorized,netbanking,6631.72,25,0.35,saved_credentials,1277,5,0,,,0,0,0
nb_unauth_00123,netbanking_unauthorized,netbanking,8221.15,12,1.0,netbanking_otp,809,12,0,,,1,0,1
nb_unauth_00124,netbanking_unauthorized,netbanking,3879.9,23,0.0,saved_credentials,1936,10,0,,,0,0,1
nb_unauth_00125,netbanking_unauthorized,netbanking,582.88,24,0.0,netbanking_otp,1750,9,0,,,0,0,0
nb_unauth_00126,netbanking_unauthorized,netbanking,3704.46,17,0.0,netbanking_otp,196,8,1,,,1,0,0
nb_unauth_00127,netbanking_unauthorized,netbanking,2064.63,7,1.0,netbanking_otp,1323,14,0,,,1,0,1
nb_unauth_00128,netbanking_unauthorized,netbanking,3545.1,29,1.0,saved_credentials,1267,5,0,,,1,0,1
nb_unauth_00129,netbanking_unauthorized,netbanking,5656.57,18,1.0,netbanking_otp,107,10,0,,,1,0,1
nb_unauth_00130,netbanking_unauthorized,netbanking,1118.21,20,0.0,netbanking_otp,1579,9,0,,,0,0,0
nb_unauth_00131,netbanking_unauthorized,netbanking,9410.67,29,0.717,saved_credentials,1082,3,0,,,1,0,0
nb_unauth_00132,netbanking_unauthorized,netbanking,2650.1,18,0.0,netbanking_otp,1666,5,0,,,1,0,0
nb_unauth_00133,netbanking_unauthorized,netbanking,3939.68,17,1.0,saved_credentials,996,9,1,,,1,0,1
nb_unauth_00134,netbanking_unauthorized,netbanking,2265.74,24,0.0,netbanking_otp,843,5,0,,,1,1,0
nb_unauth_00135,netbanking_unauthorized,netbanking,5655.45,4,1.0,saved_credentials,1374,7,0,,,1,0,1
nb_unauth_00136,netbanking_unauthorized,netbanking,9407.48,28,0.0,netbanking_otp,1531,9,1,,,1,0,0
nb_unauth_00137,netbanking_unauthorized,netbanking,1716.32,8,0.0,saved_credentials,1510,9,1,,,1,0,0
nb_unauth_00138,netbanking_unauthorized,netbanking,5116.24,29,0.0,saved_credentials,964,8,2,,,1,0,0
nb_unauth_00139,netbanking_unauthorized,netbanking,1938.81,16,0.567,saved_credentials,1131,5,0,,,1,0,1
nb_unauth_00140,netbanking_unauthorized,netbanking,5557.14,26,0.0,netbanking_otp,1986,7,1,,,1,0,0
nb_unauth_00141,netbanking_unauthorized,netbanking,3477.86,9,0.0,netbanking_otp,1751,6,0,,,1,0,1
nb_unauth_00142,netbanking_unauthorized,netbanking,6454.8,22,0.869,netbanking_otp,796,12,0,,,1,0,1
nb_unauth_00143,netbanking_unauthorized,netbanking,4194.64,15,1.0,saved_credentials,1284,8,2,,,1,0,1
nb_unauth_00144,netbanking_unauthorized,netbanking,13133.05,19,0.0,netbanking_otp,332,6,0,,,1,1,0
nb_unauth_00145,netbanking_unauthorized,netbanking,2282.16,16,0.0,netbanking_otp,676,8,0,,,1,0,0
nb_unauth_00146,netbanking_unauthorized,netbanking,1016.12,29,0.0,netbanking_otp,1075,5,0,,,1,0,0
nb_unauth_00147,netbanking_unauthorized,netbanking,2124.9,22,0.0,saved_credentials,753,3,0,,,1,0,1
nb_unauth_00148,netbanking_unauthorized,netbanking,2155.8,7,1.0,netbanking_otp,1862,3,0,,,1,1,1
nb_unauth_00149,netbanking_unauthorized,netbanking,3135.31,18,1.0,netbanking_otp,1717,6,0,,,1,1,1
nb_unauth_00150,netbanking_unauthorized,netbanking,2494.17,10,0.0,saved_credentials,57,10,0,,,0,0,1
nb_unauth_00151,netbanking_unauthorized,netbanking,3941.83,20,0.87,netbanking_otp,520,8,0,,,1,1,0
nb_unauth_00152,netbanking_unauthorized,netbanking,631.67,14,0.0,saved_credentials,316,10,0,,,1,0,0
nb_unauth_00153,netbanking_unauthorized,netbanking,2483.18,6,0.0,saved_credentials,285,10,1,,,1,0,0
nb_unauth_00154,netbanking_unauthorized,netbanking,2460.63,6,0.783,netbanking_otp,1093,7,0,,,1,1,1
nb_unauth_00155,netbanking_unauthorized,netbanking,5887.44,12,0.922,netbanking_otp,1504,11,0,,,1,0,1
nb_unauth_00156,netbanking_unauthorized,netbanking,1512.13,14,1.0,netbanking_otp,1458,11,0,,,1,0,1
nb_unauth_00157,netbanking_unauthorized,netbanking,1444.99,24,1.0,saved_credentials,855,6,0,,,1,0,1
nb_unauth_00158,netbanking_unauthorized,netbanking,3420.01,19,1.0,saved_credentials,815,6,0,,,1,0,0
nb_unauth_00159,netbanking_unauthorized,netbanking,6152.3,22,0.928,netbanking_otp,454,4,0,,,1,1,0
nb_unauth_00160,netbanking_unauthorized,netbanking,104.63,4,0.814,netbanking_otp,1725,6,0,,,1,0,1
nb_unauth_00161,netbanking_unauthorized,netbanking,5689.2,5,1.0,netbanking_otp,1659,6,0,,,1,0,1
nb_unauth_00162,netbanking_unauthorized,netbanking,5071.5,1,0.0,netbanking_otp,736,3,1,,,1,0,0
nb_unauth_00163,netbanking_unauthorized,netbanking,3167.67,1,0.0,saved_credentials,370,4,0,,,1,1,0
nb_unauth_00164,netbanking_unauthorized,netbanking,3831.58,4,1.0,saved_credentials,939,6,1,,,0,0,1
nb_unauth_00165,netbanking_unauthorized,netbanking,7024.61,19,0.0,netbanking_otp,1465,8,0,,,1,0,0
nb_unauth_00166,netbanking_unauthorized,netbanking,2141.64,13,0.0,netbanking_otp,556,9,0,,,1,0,0
nb_unauth_00167,netbanking_unauthorized,netbanking,926.69,13,0.0,saved_credentials,681,8,0,,,1,0,0
nb_unauth_00168,netbanking_unauthorized,netbanking,5093.15,22,0.0,netbanking_otp,299,5,0,,,1,0,0
nb_unauth_00169,netbanking_unauthorized,netbanking,4782.24,12,0.0,saved_credentials,1425,10,0,,,1,0,1
nb_unauth_00170,netbanking_unauthorized,netbanking,382.98,0,1.0,netbanking_otp,1765,4,0,,,1,0,1
nb_unauth_00171,netbanking_unauthorized,netbanking,9686.67,0,0.0,saved_credentials,1546,4,0,,,1,0,1
nb_unauth_00172,netbanking_unauthorized,netbanking,4554.03,5,0.0,netbanking_otp,1606,9,1,,,1,0,0
nb_unauth_00173,netbanking_unauthorized,netbanking,1600.72,11,0.892,netbanking_otp,315,3,0,,,1,1,1
nb_unauth_00174,netbanking_unauthorized,netbanking,4838.45,26,0.0,saved_credentials,1734,11,0,,,0,0,0
nb_unauth_00175,netbanking_unauthorized,netbanking,4363.84,5,1.0,netbanking_otp,1649,5,0,,,1,0,1
nb_unauth_00176,netbanking_unauthorized,netbanking,2402.07,22,0.0,saved_credentials,636,8,0,,,1,0,0
nb_unauth_00177,netbanking_unauthorized,netbanking,3799.12,1,0.0,saved_credentials,1237,3,0,,,0,0,0
nb_unauth_00178,netbanking_unauthorized,netbanking,3823.1,3,0.0,netbanking_otp,148,5,0,,,1,0,0
nb_unauth_00179,netbanking_unauthorized,netbanking,3493.25,11,0.35,netbanking_otp,1718,12,0,,,1,1,1
nb_unauth_00180,netbanking_unauthorized,netbanking,3262.07,19,0.936,netbanking_otp,10,3,1,,,1,0,1
nb_unauth_00181,netbanking_unauthorized,netbanking,4400.61,24,0.0,saved_credentials,63,9,0,,,0,1,0
nb_unauth_00182,netbanking_unauthorized,netbanking,3914.75,22,1.0,netbanking_otp,1232,5,1,,,1,0,1
nb_unauth_00183,netbanking_unauthorized,netbanking,2153.1,26,0.0,netbanking_otp,1513,7,0,,,1,0,0
nb_unauth_00184,netbanking_unauthorized,netbanking,1319.25,13,0.783,netbanking_otp,1634,10,0,,,1,0,1
nb_unauth_00185,netbanking_unauthorized,netbanking,3783.77,7,0.0,saved_credentials,1971,9,0,,,1,0,1
nb_unauth_00186,netbanking_unauthorized,netbanking,5658.31,12,1.0,netbanking_otp,39,2,0,,,1,1,0
nb_unauth_00187,netbanking_unauthorized,netbanking,3671.98,8,0.0,netbanking_otp,1406,5,0,,,1,0,1
nb_unauth_00188,netbanking_unauthorized,netbanking,2120.49,10,0.0,netbanking_otp,635,9,0,,,1,1,0
nb_unauth_00189,netbanking_unauthorized,netbanking,592.5,2,0.0,netbanking_otp,1835,5,1,,,0,0,1
nb_unauth_00190,netbanking_unauthorized,netbanking,9899.38,23,0.783,saved_credentials,585,8,0,,,1,0,1
nb_unauth_00191,netbanking_unauthorized,netbanking,4639.71,27,0.0,saved_credentials,830,9,2,,,0,0,0
nb_unauth_00192,netbanking_unauthorized,netbanking,4393.0,2,0.85,saved_credentials,598,8,0,,,1,0,1
nb_unauth_00193,netbanking_unauthorized,netbanking,2417.42,1,0.0,netbanking_otp,1403,6,0,,,1,0,0
nb_unauth_00194,netbanking_unauthorized,netbanking,621.18,24,0.941,saved_credentials,1806,9,0,,,0,1,1
nb_unauth_00195,netbanking_unauthorized,netbanking,2001.96,28,1.0,netbanking_otp,1134,12,0,,,1,1,1
nb_unauth_00196,netbanking_unauthorized,netbanking,8863.58,0,0.0,saved_credentials,699,6,1,,,1,0,0
nb_unauth_00197,netbanking_unauthorized,netbanking,1062.06,19,1.0,netbanking_otp,671,3,0,,,0,0,1
nb_unauth_00198,netbanking_unauthorized,netbanking,483.79,12,1.0,netbanking_otp,1368,8,0,,,0,0,1
nb_unauth_00199,netbanking_unauthorized,netbanking,9808.26,23,1.0,netbanking_otp,1246,9,0,,,0,0,1
nb_unauth_00200,netbanking_unauthorized,netbanking,1626.05,15,0.767,netbanking_otp,482,8,0,,,1,0,1
nb_unauth_00201,netbanking_unauthorized,netbanking,2903.39,6,0.0,saved_credentials,722,8,0,,,1,0,0
nb_unauth_00202,netbanking_unauthorized,netbanking,4442.63,8,0.0,saved_credentials,1892,13,0,,,1,0,1
nb_unauth_00203,netbanking_unauthorized,netbanking,11964.66,18,0.0,saved_credentials,1898,9,1,,,1,1,0
nb_unauth_00204,netbanking_unauthorized,netbanking,8720.73,7,0.0,saved_credentials,779,9,0,,,1,0,0
nb_unauth_00205,netbanking_unauthorized,netbanking,3193.24,3,1.0,netbanking_otp,1595,3,0,,,0,0,1
nb_unauth_00206,netbanking_unauthorized,netbanking,2110.51,15,0.0,netbanking_otp,145,8,1,,,1,0,0
nb_unauth_00207,netbanking_unauthorized,netbanking,1204.0,19,1.0,netbanking_otp,1741,5,0,,,1,0,1
nb_unauth_00208,netbanking_unauthorized,netbanking,4691.19,23,1.0,netbanking_otp,639,5,0,,,1,0,1
nb_unauth_00209,netbanking_unauthorized,netbanking,3689.43,18,1.0,netbanking_otp,1271,4,0,,,1,0,1
nb_unauth_00210,netbanking_unauthorized,netbanking,569.8,12,0.838,netbanking_otp,1233,8,0,,,1,1,1
nb_unauth_00211,netbanking_unauthorized,netbanking,2889.67,24,0.0,saved_credentials,1681,7,0,,,1,0,0
nb_unauth_00212,netbanking_unauthorized,netbanking,3762.47,13,0.838,netbanking_otp,1914,3,0,,,1,0,1
nb_unauth_00213,netbanking_unauthorized,netbanking,4999.62,19,0.922,netbanking_otp,734,9,1,,,0,0,1
nb_unauth_00214,netbanking_unauthorized,netbanking,1422.67,27,0.0,saved_credentials,1081,7,0,,,1,1,0
nb_unauth_00215,netbanking_unauthorized,netbanking,3846.36,29,0.0,saved_credentials,1323,8,0,,,1,0,0
nb_unauth_00216,netbanking_unauthorized,netbanking,1168.73,13,1.0,saved_credentials,1172,8,1,,,1,0,0
nb_unauth_00217,netbanking_unauthorized,netbanking,4451.22,14,1.0,netbanking_otp,668,6,0,,,1,0,1
nb_unauth_00218,netbanking_unauthorized,netbanking,2815.58,26,0.0,saved_credentials,765,11,0,,,1,0,1
nb_unauth_00219,netbanking_unauthorized,netbanking,12581.57,16,0.0,netbanking_otp,1189,4,0,,,1,1,0
nb_unauth_00220,netbanking_unauthorized,netbanking,1674.63,22,0.936,netbanking_otp,1879,4,0,,,1,0,1
nb_unauth_00221,netbanking_unauthorized,netbanking,2286.89,2,1.0,netbanking_otp,143,7,1,,,1,0,1
nb_unauth_00222,netbanking_unauthorized,netbanking,610.33,24,1.0,saved_credentials,454,3,0,,,1,0,1
nb_unauth_00223,netbanking_unauthorized,netbanking,3305.12,3,0.954,netbanking_otp,1584,1,1,,,1,0,1
nb_unauth_00224,netbanking_unauthorized,netbanking,2539.05,11,0.0,netbanking_otp,1190,14,2,,,1,1,0
nb_unauth_00225,netbanking_unauthorized,netbanking,3565.96,5,0.0,netbanking_otp,844,9,2,,,1,0,0
nb_unauth_00226,netbanking_unauthorized,netbanking,3167.04,27,0.0,saved_credentials,711,6,0,,,1,0,1
nb_unauth_00227,netbanking_unauthorized,netbanking,12736.92,3,1.0,saved_credentials,1967,7,0,,,1,0,1
nb_unauth_00228,netbanking_unauthorized,netbanking,4760.61,16,0.0,netbanking_otp,1767,8,1,,,1,1,1
nb_unauth_00229,netbanking_unauthorized,netbanking,5936.02,4,0.567,netbanking_otp,1716,9,0,,,1,1,1
nb_unauth_00230,netbanking_unauthorized,netbanking,3650.27,0,0.35,saved_credentials,572,8,0,,,0,0,1
nb_unauth_00231,netbanking_unauthorized,netbanking,4093.75,7,0.0,saved_credentials,1229,6,0,,,1,0,0
nb_unauth_00232,netbanking_unauthorized,netbanking,3546.0,2,0.0,saved_credentials,1917,9,0,,,1,0,1
