case_id,reason_code,payment_rail,order_value,days_since_transaction,device_ip_match_history,auth_flow_type,customer_account_age_days,customer_past_order_count,customer_past_dispute_count,delivery_confirmed,tracking_available,merchant_comm_log_exists,refund_already_issued,label
upi_unauth_00032,upi_unauthorized,upi,1883.68,27,0.93,collect_request,921,13,2,,,1,0,1
upi_unauth_00033,upi_unauthorized,upi,4556.7,26,0.814,collect_request,1720,8,0,,,1,0,1
upi_unauth_00034,upi_unauthorized,upi,753.99,19,0.0,pin_entry,710,12,1,,,1,0,1
upi_unauth_00035,upi_unauthorized,upi,1108.73,15,0.838,collect_request,501,7,0,,,1,0,1
upi_unauth_00036,upi_unauthorized,upi,2786.07,29,1.0,pin_entry,1831,8,2,,,1,0,1
upi_unauth_00037,upi_unauthorized,upi,1760.54,16,1.0,collect_request,1928,2,1,,,1,0,1
upi_unauth_00038,upi_unauthorized,upi,3917.67,19,0.957,autopay,622,6,0,,,0,0,1
upi_unauth_00039,upi_unauthorized,upi,3492.96,6,1.0,collect_request,613,10,0,,,1,1,1
upi_unauth_00040,upi_unauthorized,upi,1860.79,22,0.85,collect_request,456,3,0,,,1,0,1
upi_unauth_00041,upi_unauthorized,upi,825.69,24,0.458,pin_entry,48,7,0,,,1,0,1
upi_unauth_00042,upi_unauthorized,upi,1696.72,20,0.95,collect_request,1106,10,0,,,0,0,0
upi_unauth_00043,upi_unauthorized,upi,3551.3,14,0.922,collect_request,510,11,0,,,1,0,1
upi_unauth_00044,upi_unauthorized,upi,4022.56,5,0.675,collect_request,1698,12,0,,,1,1,0
upi_unauth_00045,upi_unauthorized,upi,1766.61,1,0.271,pin_entry,343,7,1,,,1,0,1
upi_unauth_00046,upi_unauthorized,upi,449.31,18,0.965,pin_entry,1270,9,0,,,1,0,1
upi_unauth_00047,upi_unauthorized,upi,713.79,20,1.0,collect_request,1014,6,0,,,1,0,1
upi_unauth_00048,upi_unauthorized,upi,3356.82,23,1.0,pin_entry,1224,9,1,,,1,0,1
upi_unauth_00049,upi_unauthorized,upi,1836.87,28,1.0,collect_request,226,6,0,,,1,1,0
upi_unauth_00050,upi_unauthorized,upi,1871.61,14,1.0,collect_request,933,9,2,,,1,0,1
upi_unauth_00051,upi_unauthorized,upi,1092.86,24,0.0,autopay,1252,5,0,,,1,0,1
upi_unauth_00052,upi_unauthorized,upi,1074.66,21,0.961,pin_entry,682,6,0,,,1,0,1
upi_unauth_00053,upi_unauthorized,upi,4505.84,8,0.0,autopay,1749,10,0,,,1,0,1
upi_unauth_00054,upi_unauthorized,upi,3439.15,25,1.0,pin_entry,1059,7,0,,,1,0,1
upi_unauth_00055,upi_unauthorized,upi,1516.91,1,1.0,collect_request,725,7,1,,,1,0,1
upi_unauth_00056,upi_unauthorized,upi,2642.3,17,0.0,collect_request,62,18,0,,,0,0,0
upi_unauth_00057,upi_unauthorized,upi,2978.19,28,0.0,pin_entry,337,4,1,,,1,1,0
upi_unauth_00058,upi_unauthorized,upi,7061.53,19,0.0,pin_entry,953,11,0,,,0,0,0
upi_unauth_00059,upi_unauthorized,upi,995.64,28,1.0,pin_entry,800,3,0,,,1,0,1
upi_unauth_00060,upi_unauthorized,upi,2950.68,1,0.0,pin_entry,1743,5,0,,,1,0,0
upi_unauth_00061,upi_unauthorized,upi,4490.95,15,1.0,collect_request,1572,4,0,,,1,0,1
upi_unauth_00062,upi_unauthorized,upi,6539.14,23,1.0,pin_entry,318,8,1,,,1,0,1
upi_unauth_00063,upi_unauthorized,upi,1454.5,19,1.0,pin_entry,1183,6,1,,,0,0,1
upi_unauth_00064,upi_unauthorized,upi,1818.56,26,0.0,pin_entry,909,8,1,,,1,0,0
upi_unauth_00065,upi_unauthorized,upi,3942.7,13,1.0,pin_entry,203,5,0,,,1,0,1
upi_unauth_00066,upi_unauthorized,upi,596.51,20,0.0,collect_request,1332,2,0,,,1,0,0
upi_unauth_00067,upi_unauthorized,upi,3157.59,12,0.75,autopay,1074,14,0,,,0,0,1
upi_unauth_00068,upi_unauthorized,upi,8702.7,26,0.0,collect_request,175,10,0,,,1,0,0
upi_unauth_00069,upi_unauthorized,upi,3391.43,3,0.0,autopay,936,8,0,,,1,0,1
upi_unauth_00070,upi_unauthorized,upi,227.07,7,0.0,pin_entry,1463,10,1,,,0,0,0
upi_unauth_00071,upi_unauthorized,upi,1233.06,2,1.0,collect_request,654,7,0,,,1,0,1
upi_unauth_00072,upi_unauthorized,upi,1492.14,21,1.0,pin_entry,714,7,1,,,1,0,1
upi_unauth_00073,upi_unauthorized,upi,5184.54,6,1.0,pin_entry,221,12,0,,,1,0,1
upi_unauth_00074,upi_unauthorized,upi,2205.22,9,1.0,collect_request,409,4,1,,,1,0,0
upi_unauth_00075,upi_unauthorized,upi,457.16,25,1.0,pin_entry,1962,8,0,,,1,0,1
upi_unauth_00076,upi_unauthorized,upi,2397.29,10,0.65,collect_request,1241,6,0,,,1,0,1
upi_unauth_00077,upi_unauthorized,upi,2760.86,4,1.0,collect_request,352,6,0,,,1,0,1
upi_unauth_00078,upi_unauthorized,upi,1652.41,0,0.95,autopay,966,9,0,,,1,0,1
upi_unauth_00079,upi_unauthorized,upi,1058.1,6,0.875,pin_entry,386,14,2,,,1,0,1
upi_unauth_00080,upi_unauthorized,upi,9301.91,27,0.0,pin_entry,886,7,0,,,1,0,0
upi_unauth_00081,upi_unauthorized,upi,4500.63,16,0.946,collect_request,292,13,1,,,1,0,1
upi_unauth_00082,upi_unauthorized,upi,4772.69,29,0.0,pin_entry,1237,12,1,,,1,0,0
upi_unauth_00083,upi_unauthorized,upi,2208.77,6,0.0,pin_entry,1140,6,0,,,1,1,0
upi_unauth_00084,upi_unauthorized,upi,1434.3,10,0.814,collect_request,1267,8,2,,,1,0,1
upi_unauth_00085,upi_unauthorized,upi,1718.38,4,0.0,autopay,887,9,1,,,0,0,0
upi_unauth_00086,upi_unauthorized,upi,752.04,11,1.0,collect_request,572,11,0,,,1,1,1
upi_unauth_00087,upi_unauthorized,upi,6974.11,16,0.928,pin_entry,499,9,0,,,1,0,1
upi_unauth_00088,upi_unauthorized,upi,2277.22,24,0.93,collect_request,431,5,0,,,1,0,0
upi_unauth_00089,upi_unauthorized,upi,5977.74,11,1.0,collect_request,859,8,1,,,1,1,0
upi_unauth_00090,upi_unauthorized,upi,1785.69,23,1.0,pin_entry,903,5,0,,,1,0,1
upi_unauth_00091,upi_unauthorized,upi,3425.59,18,1.0,pin_entry,1347,10,0,,,1,0,1
upi_unauth_00092,upi_unauthorized,upi,2871.88,8,0.0,pin_entry,105,4,2,,,1,0,0
upi_unauth_00093,upi_unauthorized,upi,676.29,27,0.961,pin_entry,564,7,0,,,0,0,1
upi_unauth_00094,upi_unauthorized,upi,7543.75,13,0.0,pin_entry,1705,17,1,,,1,0,0
upi_unauth_00095,upi_unauthorized,upi,1828.96,4,0.0,pin_entry,1830,8,1,,,1,0,0
upi_unauth_00096,upi_unauthorized,upi,910.61,28,1.0,collect_request,1861,11,1,,,1,0,1
upi_unauth_00097,upi_unauthorized,upi,3964.19,27,1.0,pin_entry,613,13,0,,,1,0,1
upi_unauth_00098,upi_unauthorized,upi,2490.09,1,0.0,collect_request,275,7,0,,,0,1,0
upi_unauth_00099,upi_unauthorized,upi,3212.34,27,0.95,pin_entry,397,10,0,,,0,0,1
upi_unauth_00100,upi_unauthorized,upi,2679.55,28,1.0,collect_request,264,11,0,,,0,1,1
upi_unauth_00101,upi_unauthorized,upi,260.63,24,1.0,pin_entry,1909,1,1,,,1,0,1
upi_unauth_00102,upi_unauthorized,upi,1196.81,7,0.0,pin_entry,1766,15,0,,,1,0,0
upi_unauth_00103,upi_unauthorized,upi,1155.9,18,1.0,pin_entry,1621,2,0,,,1,0,1
upi_unauth_00104,upi_unauthorized,upi,4726.14,16,1.0,pin_entry,1459,3,0,,,1,0,1
upi_unauth_00105,upi_unauthorized,upi,2559.79,18,0.93,collect_request,686,5,0,,,0,0,1
upi_unauth_00106,upi_unauthorized,upi,3570.34,18,1.0,collect_request,951,11,0,,,1,0,1
upi_unauth_00107,upi_unauthorized,upi,1917.63,19,1.0,autopay,1683,5,1,,,1,0,1
upi_unauth_00108,upi_unauthorized,upi,3693.55,15,0.0,pin_entry,1628,10,0,,,1,0,0
upi_unauth_00109,upi_unauthorized,upi,2212.58,20,0.0,pin_entry,1038,7,1,,,1,0,0
upi_unauth_00110,upi_unauthorized,upi,2091.07,15,0.783,collect_request,1675,5,0,,,1,1,0
upi_unauth_00111,upi_unauthorized,upi,2857.76,0,1.0,collect_request,694,9,2,,,1,1,0
upi_unauth_00112,upi_unauthorized,upi,2679.36,1,0.494,pin_entry,827,11,0,,,0,0,1
upi_unauth_00113,upi_unauthorized,upi,11230.5,28,0.844,collect_request,1679,11,0,,,1,0,1
upi_unauth_00114,upi_unauthorized,upi,1184.98,27,1.0,collect_request,753,4,0,,,1,0,1
upi_unauth_00115,upi_unauthorized,upi,602.01,17,0.928,collect_request,1504,4,1,,,1,0,1
upi_unauth_00116,upi_unauthorized,upi,3162.32,5,1.0,pin_entry,907,12,1,,,0,1,0
upi_unauth_00117,upi_unauthorized,upi,1337.24,23,1.0,pin_entry,596,7,0,,,1,0,1
upi_unauth_00118,upi_unauthorized,upi,221.15,4,1.0,pin_entry,438,9,1,,,1,0,1
upi_unauth_00119,upi_unauthorized,upi,955.4,11,1.0,collect_request,1213,9,0,,,1,0,1
upi_unauth_00120,upi_unauthorized,upi,9691.17,9,1.0,pin_entry,959,14,0,,,0,0,1
upi_unauth_00121,upi_unauthorized,upi,1157.4,0,0.0,collect_request,739,7,2,,,1,1,0
upi_unauth_00122,upi_unauthorized,upi,407.28,24,0.0,collect_request,1486,5,0,,,0,0,0
upi_unauth_00123,upi_unauthorized,upi,9305.53,15,0.0,collect_request,3,8,2,,,1,0,0
upi_unauth_00124,upi_unauthorized,upi,920.78,9,0.0,pin_entry,185,7,0,,,1,0,0
upi_unauth_00125,upi_unauthorized,upi,13400.39,15,0.838,pin_entry,1923,9,1,,,1,0,1
upi_unauth_00126,upi_unauthorized,upi,1852.54,0,0.0,pin_entry,1327,7,0,,,1,0,0
upi_unauth_00127,upi_unauthorized,upi,7564.12,13,0.838,collect_request,1099,9,0,,,1,0,1
upi_unauth_00128,upi_unauthorized,upi,2054.47,15,0.35,autopay,30,5,0,,,1,0,1
upi_unauth_00129,upi_unauthorized,upi,3439.97,10,1.0,pin_entry,1197,6,1,,,0,0,1
upi_unauth_00130,upi_unauthorized,upi,2249.7,24,1.0,collect_request,870,13,1,,,1,1,1
upi_unauth_00131,upi_unauthorized,upi,2066.56,7,0.905,pin_entry,1200,11,1,,,1,0,1
upi_unauth_00132,upi_unauthorized,upi,2977.09,4,1.0,pin_entry,82,5,0,,,1,0,0
upi_unauth_00133,upi_unauthorized,upi,3528.82,15,0.0,pin_entry,1101,7,2,,,1,0,0
upi_unauth_00134,upi_unauthorized,upi,2813.23,26,0.0,collect_request,1156,9,0,,,0,1,0
upi_unauth_00135,upi_unauthorized,upi,2604.35,11,1.0,pin_entry,580,9,0,,,0,0,1
upi_unauth_00136,upi_unauthorized,upi,1346.87,1,0.905,pin_entry,109,12,1,,,1,1,1
upi_unauth_00137,upi_unauthorized,upi,2316.3,29,0.0,collect_request,1943,7,1,,,1,0,1
upi_unauth_00138,upi_unauthorized,upi,6952.12,13,0.919,collect_request,1419,6,1,,,1,0,1
upi_unauth_00139,upi_unauthorized,upi,1294.35,5,1.0,pin_entry,1243,10,0,,,1,0,1
upi_unauth_00140,upi_unauthorized,upi,3040.6,18,1.0,pin_entry,1534,10,1,,,1,0,1
upi_unauth_00141,upi_unauthorized,upi,5588.78,9,1.0,collect_request,1342,6,1,,,1,0,1
upi_unauth_00142,upi_unauthorized,upi,3549.83,28,1.0,pin_entry,269,8,0,,,0,0,1
upi_unauth_00143,upi_unauthorized,upi,4760.38,8,0.0,pin_entry,910,10,1,,,1,1,0
upi_unauth_00144,upi_unauthorized,upi,907.27,16,0.0,pin_entry,1777,9,0,,,1,1,0
upi_unauth_00145,upi_unauthorized,upi,3046.25,16,1.0,pin_entry,576,6,0,,,1,0,1
upi_unauth_00146,upi_unauthorized,upi,1975.82,7,0.942,collect_request,1944,3,0,,,1,0,1
upi_unauth_00147,upi_unauthorized,upi,2043.11,14,0.0,pin_entry,129,11,1,,,1,0,0
upi_unauth_00148,upi_unauthorized,upi,6569.29,3,1.0,pin_entry,662,7,0,,,1,0,1
upi_unauth_00149,upi_unauthorized,upi,2068.82,19,0.87,pin_entry,701,7,0,,,1,0,1
upi_unauth_00150,upi_unauthorized,upi,3118.11,22,0.869,pin_entry,1235,7,1,,,1,0,1
upi_unauth_00151,upi_unauthorized,upi,407.86,28,0.767,pin_entry,353,6,1,,,1,1,1
upi_unauth_00152,upi_unauthorized,upi,7558.66,9,1.0,pin_entry,459,8,0,,,1,0,1
upi_unauth_00153,upi_unauthorized,upi,4573.63,8,1.0,autopay,1324,7,0,,,1,1,1
upi_unauth_00154,upi_unauthorized,upi,2383.12,16,0.95,collect_request,569,10,1,,,1,0,0
upi_unauth_00155,upi_unauthorized,upi,1906.65,20,0.922,pin_entry,1758,4,0,,,1,0,1
upi_unauth_00156,upi_unauthorized,upi,3806.56,29,0.35,collect_request,1740,9,0,,,1,0,1
upi_unauth_00157,upi_unauthorized,upi,5543.44,0,1.0,collect_request,606,9,1,,,0,0,1
upi_unauth_00158,upi_unauthorized,upi,7626.01,7,0.0,collect_request,1120,5,0,,,1,0,1
upi_unauth_00159,upi_unauthorized,upi,4470.6,7,0.929,pin_entry,666,8,2,,,0,0,0
upi_unauth_00160,upi_unauthorized,upi,2631.09,7,0.472,pin_entry,690,12,1,,,1,0,1
upi_unauth_00161,upi_unauthorized,upi,4947.66,13,1.0,pin_entry,1341,4,0,,,1,0,1
upi_unauth_00162,upi_unauthorized,upi,4341.66,26,0.0,pin_entry,586,7,0,,,1,0,0
upi_unauth_00163,upi_unauthorized,upi,2638.82,0,1.0,pin_entry,299,4,1,,,0,0,1
upi_unauth_00164,upi_unauthorized,upi,4254.17,24,0.0,autopay,518,11,0,,,0,0,0
upi_unauth_00165,upi_unauthorized,upi,4198.95,18,0.865,autopay,1858,3,0,,,1,0,1
upi_unauth_00166,upi_unauthorized,upi,2372.57,18,0.783,pin_entry,519,12,1,,,0,0,1
upi_unauth_00167,upi_unauthorized,upi,1624.67,20,0.968,collect_request,728,9,1,,,1,0,1
upi_unauth_00168,upi_unauthorized,upi,3948.95,3,1.0,pin_entry,1258,4,0,,,0,0,1
upi_unauth_00169,upi_unauthorized,upi,1005.93,22,0.0,pin_entry,203,4,0,,,1,0,0
upi_unauth_00170,upi_unauthorized,upi,806.67,7,0.0,pin_entry,537,13,0,,,1,0,0
upi_unauth_00171,upi_unauthorized,upi,3154.19,15,1.0,pin_entry,350,15,0,,,1,0,1
upi_unauth_00172,upi_unauthorized,upi,3873.87,20,0.0,collect_request,1848,10,0,,,1,0,0
upi_unauth_00173,upi_unauthorized,upi,3136.94,18,1.0,autopay,1865,7,1,,,1,0,1
upi_unauth_00174,upi_unauthorized,upi,3390.2,9,1.0,collect_request,1511,3,0,,,1,0,1
upi_unauth_00175,upi_unauthorized,upi,3827.75,11,1.0,collect_request,494,9,1,,,1,0,1
upi_unauth_00176,upi_unauthorized,upi,6585.74,14,0.95,collect_request,1233,7,1,,,1,0,1
upi_unauth_00177,upi_unauthorized,upi,4523.87,1,0.0,pin_entry,1324,10,0,,,0,0,1
upi_unauth_00178,upi_unauthorized,upi,4430.14,21,1.0,pin_entry,1738,11,0,,,1,0,1
upi_unauth_00179,upi_unauthorized,upi,2978.63,2,1.0,collect_request,313,12,0,,,1,0,1
upi_unauth_00180,upi_unauthorized,upi,3060.91,13,0.836,pin_entry,1472,4,1,,,1,0,1
upi_unauth_00181,upi_unauthorized,upi,2225.06,19,1.0,collect_request,389,8,0,,,1,0,1
upi_unauth_00182,upi_unauthorized,upi,3318.36,2,1.0,pin_entry,1137,9,0,,,0,1,1
upi_unauth_00183,upi_unauthorized,upi,959.36,29,1.0,pin_entry,1758,7,0,,,0,0,1
upi_unauth_00184,upi_unauthorized,upi,6606.1,11,0.689,pin_entry,125,5,0,,,1,0,1
upi_unauth_00185,upi_unauthorized,upi,1221.84,0,0.907,autopay,296,9,0,,,1,0,1
upi_unauth_00186,upi_unauthorized,upi,4517.55,19,0.796,pin_entry,1626,10,0,,,1,0,1
upi_unauth_00187,upi_unauthorized,upi,6057.59,16,1.0,pin_entry,38,8,1,,,1,0,1
upi_unauth_00188,upi_unauthorized,upi,4510.18,19,1.0,pin_entry,1370,7,0,,,0,0,1
upi_unauth_00189,upi_unauthorized,upi,10259.16,22,0.0,collect_request,1002,6,0,,,1,0,0
upi_unauth_00190,upi_unauthorized,upi,281.16,14,0.0,autopay,693,10,2,,,1,0,0
upi_unauth_00191,upi_unauthorized,upi,1714.29,24,1.0,pin_entry,1725,12,0,,,1,0,1
upi_unauth_00192,upi_unauthorized,upi,5990.04,11,0.0,autopay,1698,9,0,,,1,0,0
upi_unauth_00193,upi_unauthorized,upi,775.12,16,0.25,pin_entry,652,6,0,,,1,0,1
upi_unauth_00194,upi_unauthorized,upi,1255.94,4,0.956,collect_request,9,11,2,,,0,0,0
upi_unauth_00195,upi_unauthorized,upi,3658.67,18,0.0,pin_entry,257,9,1,,,1,0,0
upi_unauth_00196,upi_unauthorized,upi,2606.74,7,0.0,pin_entry,215,8,1,,,1,0,0
upi_unauth_00197,upi_unauthorized,upi,3499.29,20,0.0,collect_request,1964,9,0,,,1,0,1
upi_unauth_00198,upi_unauthorized,upi,2777.37,24,0.35,collect_request,1194,7,1,,,0,0,1
upi_unauth_00199,upi_unauthorized,upi,2970.65,25,1.0,pin_entry,1353,5,0,,,1,0,1
upi_unauth_00200,upi_unauthorized,upi,1368.63,27,1.0,collect_request,462,3,0,,,1,0,1
upi_unauth_00201,upi_unauthorized,upi,2900.74,3,1.0,autopay,1701,8,1,,,1,0,1
upi_unauth_00202,upi_unauthorized,upi,1812.41,4,0.936,collect_request,1445,5,0,,,1,0,1
upi_unauth_00203,upi_unauthorized,upi,2019.73,27,1.0,collect_request,1504,9,1,,,1,0,1
upi_unauth_00204,upi_unauthorized,upi,4474.97,11,1.0,collect_request,937,13,0,,,1,0,1
upi_unauth_00205,upi_unauthorized,upi,736.04,0,1.0,pin_entry,1396,13,0,,,0,0,1
upi_unauth_00206,upi_unauthorized,upi,156.97,8,1.0,collect_request,1088,3,1,,,1,0,1
upi_unauth_00207,upi_unauthorized,upi,4250.21,25,0.883,pin_entry,769,6,0,,,1,0,1
upi_unauth_00208,upi_unauthorized,upi,2902.91,10,1.0,collect_request,1189,8,0,,,1,0,1
upi_unauth_00209,upi_unauthorized,upi,6053.14,2,1.0,pin_entry,649,11,2,,,1,0,1
upi_unauth_00210,upi_unauthorized,upi,1286.38,21,1.0,pin_entry,1905,6,2,,,1,0,1
upi_unauth_00211,upi_unauthorized,upi,2314.83,5,1.0,collect_request,1434,6,0,,,1,0,1
upi_unauth_00212,upi_unauthorized,upi,2682.68,10,0.961,collect_request,1478,13,0,,,1,0,1
upi_unauth_00213,upi_unauthorized,upi,1516.57,0,0.0,autopay,1433,10,1,,,1,0,1
upi_unauth_00214,upi_unauthorized,upi,1144.38,18,1.0,autopay,897,7,0,,,1,0,1
upi_unauth_00215,upi_unauthorized,upi,4401.34,13,1.0,pin_entry,1901,9,0,,,0,0,1
upi_unauth_00216,upi_unauthorized,upi,665.0,26,1.0,pin_entry,416,9,0,,,1,0,1
upi_unauth_00217,upi_unauthorized,upi,977.88,10,0.0,pin_entry,1137,9,0,,,0,0,1
upi_unauth_00218,upi_unauthorized,upi,2254.65,6,0.0,pin_entry,139,9,0,,,1,0,0
upi_unauth_00219,upi_unauthorized,upi,4762.93,4,0.708,collect_request,589,16,0,,,0,0,1
upi_unauth_00220,upi_unauthorized,upi,1602.08,6,1.0,collect_request,1149,8,1,,,1,0,1
upi_unauth_00221,upi_unauthorized,upi,1434.98,13,1.0,collect_request,979,5,0,,,1,0,1
upi_unauth_00222,upi_unauthorized,upi,2151.14,2,0.35,pin_entry,1882,7,0,,,1,0,0
upi_unauth_00223,upi_unauthorized,upi,3268.39,12,1.0,collect_request,1227,6,0,,,1,1,1
upi_unauth_00224,upi_unauthorized,upi,1893.22,25,1.0,collect_request,823,6,1,,,0,0,1
upi_unauth_00225,upi_unauthorized,upi,5188.46,23,0.0,pin_entry,854,6,2,,,1,0,0
upi_unauth_00226,upi_unauthorized,upi,5339.14,19,0.0,pin_entry,1223,10,1,,,1,0,0
upi_unauth_00227,upi_unauthorized,upi,2254.55,26,1.0,pin_entry,1582,10,0,,,1,0,1
upi_unauth_00228,upi_unauthorized,upi,8500.93,23,0.87,pin_entry,553,9,0,,,1,0,1
upi_unauth_00229,upi_unauthorized,upi,2636.78,19,1.0,pin_entry,1169,8,0,,,1,0,1
upi_unauth_00230,upi_unauthorized,upi,5216.92,25,1.0,collect_request,1149,10,1,,,0,0,1
upi_unauth_00231,upi_unauthorized,upi,3202.05,3,1.0,pin_entry,19,7,0,,,1,0,1
upi_unauth_00232,upi_unauthorized,upi,3158.48,24,0.0,pin_entry,1825,11,0,,,1,0,0
upi_unauth_00233,upi_unauthorized,upi,512.34,8,0.0,pin_entry,1140,6,0,,,1,0,1
upi_unauth_00234,upi_unauthorized,upi,900.43,21,1.0,collect_request,484,12,1,,,1,0,1
upi_unauth_00235,upi_unauthorized,upi,1974.13,27,1.0,pin_entry,1267,5,0,,,1,0,1
upi_unauth_00236,upi_unauthorized,upi,5311.58,14,0.865,pin_entry,1355,11,0,,,1,0,1
upi_unauth_00237,upi_unauthorized,upi,3235.59,2,1.0,pin_entry,1830,10,1,,,1,0,1
upi_unauth_00238,upi_unauthorized,upi,1988.77,11,0.0,pin_entry,69,8,0,,,1,1,0
upi_unauth_00239,upi_unauthorized,upi,3900.92,12,1.0,pin_entry,828,10,0,,,1,0,1
upi_unauth_00240,upi_unauthorized,upi,5177.84,28,0.783,collect_request,361,4,0,,,1,1,1
upi_unauth_00241,upi_unauthorized,upi,2512.3,28,0.946,pin_entry,1149,9,0,,,1,0,1
upi_unauth_00242,upi_unauthorized,upi,2957.35,17,1.0,pin_entry,1003,12,0,,,0,0,1
upi_unauth_00243,upi_unauthorized,upi,2681.45,28,1.0,pin_entry,950,9,0,,,1,0,1
upi_unauth_00244,upi_unauthorized,upi,2391.64,13,0.0,collect_request,1964,8,1,,,1,0,0
upi_unauth_00245,upi_unauthorized,upi,1273.95,12,0.0,autopay,1063,4,0,,,1,0,0
upi_unauth_00246,upi_unauthorized,upi,1186.99,25,1.0,collect_request,822,9,0,,,0,0,1
upi_unauth_00247,upi_unauthorized,upi,3883.53,20,0.0,pin_entry,135,6,0,,,0,0,0
upi_unauth_00248,upi_unauthorized,upi,5245.58,15,1.0,collect_request,579,6,2,,,1,0,1
upi_unauth_00249,upi_unauthorized,upi,1985.64,13,0.0,collect_request,1794,9,1,,,0,0,1
upi_unauth_00250,upi_unauthorized,upi,1948.63,21,1.0,pin_entry,903,8,0,,,0,0,1
upi_unauth_00251,upi_unauthorized,upi,366.19,22,1.0,collect_request,1820,6,1,,,1,0,1
upi_unauth_00252,upi_unauthorized,upi,286.93,14,0.0,collect_request,1065,8,0,,,0,1,0
upi_unauth_00253,upi_unauthorized,upi,6180.34,0,1.0,pin_entry,1096,8,0,,,1,0,1
upi_unauth_00254,upi_unauthorized,upi,1349.53,3,0.961,collect_request,860,8,0,,,1,0,1
upi_unauth_00255,upi_unauthorized,upi,10726.52,4,0.892,collect_request,1113,8,1,,,0,0,1
upi_unauth_00256,upi_unauthorized,upi,1565.41,13,1.0,collect_request,134,9,0,,,1,1,1
upi_unauth_00257,upi_unauthorized,upi,531.84,18,1.0,pin_entry,116,15,1,,,0,0,0
upi_unauth_00258,upi_unauthorized,upi,2697.63,24,1.0,collect_request,952,8,0,,,0,0,1
upi_unauth_00259,upi_unauthorized,upi,4365.36,6,0.0,autopay,1196,10,0,,,1,0,0
